transmission_line_id,circuit_id,province,operating_region,owner,number_of_circuits,current,line_segment_length_km,line_segment_length_mi,line_length_km,line_length_mi,voltage_in_kv,reactance_in_ohm,summer_ampacity,winter_ampacity,summer_rating_in_mva,winter_rating_in_mva,power_factor,smax,summer_capacity_in_mw,winter_capacity_in_mw,starting_node_name,starting_node_code,ending_node_name,ending_node_code,notes,sources
15229,1.80L,AB,Alberta,"ENMAX Power Corporation",1,ac,16.150,9.969,16.150,9.969,138,NULL,NULL,160,199,1,NULL,NULL,144,179,NULL,AB_SS01_DSS,NULL,AB_SS28_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15230,1.81L,AB,Alberta,"ENMAX Power Corporation",1,ac,7.650,4.722,7.650,4.722,138,NULL,NULL,160,177,1,NULL,NULL,144,159,NULL,AB_SS01_DSS,NULL,AB_SS20_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15231,1.82L,AB,Alberta,"ENMAX Power Corporation",1,ac,3.400,2.099,3.400,2.099,138,NULL,NULL,226,228,1,NULL,NULL,203,205,NULL,AB_SS01_DSS,NULL,AB_SS05_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15232,1.83L,AB,Alberta,"ENMAX Power Corporation",1,ac,4.250,2.623,4.250,2.623,138,NULL,NULL,218,232,1,NULL,NULL,196,209,NULL,AB_SS01_DSS,NULL,AB_SS08_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15233,1.84L,AB,Alberta,"ENMAX Power Corporation",1,ac,3.400,2.099,3.400,2.099,138,NULL,NULL,226,228,1,NULL,NULL,203,205,NULL,AB_SS01_DSS,NULL,AB_SS05_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15234,1.85L,AB,Alberta,"ENMAX Power Corporation",1,ac,4.250,2.623,4.250,2.623,138,NULL,NULL,218,232,1,NULL,NULL,196,209,NULL,AB_SS01_DSS,NULL,AB_SS08_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15235,1002L,AB,Alberta,"Altalink Management Ltd.",1,ac,85.000,52.469,85.000,52.469,240,NULL,NULL,550,679,1,NULL,NULL,495,611,NULL,AB_163S_ISS,NULL,AB_275S_GSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15236,1003L,AB,Alberta,"Altalink Management Ltd.",1,ac,7.000,4.321,7.000,4.321,240,NULL,NULL,973,1039,1,NULL,NULL,876,935,NULL,AB_SS25_GSS,NULL,AB_74S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15237,1005L,AB,Alberta,"Altalink Management Ltd.",1,ac,54.000,33.330,84.000,51.852,240,40.06,NULL,NULL,481,581,0.90,NULL,433,523,"Little Bow 991S JCT",AB_991S_JCT,"Picture Butte 120S",AB_120S_DSS,"AESO. 2019. Claresholm Connection Assessment","circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15238,100L,AB,Alberta,"Altalink Management Ltd.",1,ac,45.000,27.778,45.000,27.778,138,NULL,NULL,78,86,1,NULL,NULL,70,77,NULL,AB_498S_DSS,NULL,AB_895S_GSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:7, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15239,1011L,AB,Alberta,"Altalink Management Ltd.",1,ac,35.000,21.605,35.000,21.605,240,NULL,NULL,NULL,NULL,1,3.00,NULL,439,476,NULL,AB_163S_ISS,NULL,AB_562S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15240,1034L,AB,Alberta,"Altalink Management Ltd.",1,ac,94.500,58.333,129.500,79.938,240,NULL,NULL,931,1024,1,NULL,NULL,838,922,NULL,AB_244S_DSS,NULL,AB_498S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15241,1034L,AB,Alberta,"Altalink Management Ltd.",1,ac,35.000,21.605,129.500,79.938,240,NULL,NULL,931,1024,1,NULL,NULL,838,922,NULL,AB_498S_DSS,NULL,AB_324S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15242,1035L,AB,Alberta,"Altalink Management Ltd.",1,ac,125.000,77.160,125.000,77.160,240,NULL,NULL,952,1047,1,NULL,NULL,857,942,NULL,AB_244S_DSS,NULL,AB_2075S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15243,1036L,AB,Alberta,"Altalink Management Ltd.",1,ac,35.000,21.605,35.000,21.605,240,NULL,NULL,481,581,1,NULL,NULL,433,523,NULL,AB_554S_DSS,NULL,AB_356S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15244,1037L,AB,Alberta,"Altalink Management Ltd.",1,ac,49.000,30.247,87.500,54.012,240,NULL,NULL,973,1208,1,NULL,NULL,876,1087,NULL,AB_237S_DSS,NULL,AB_266S_TSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15245,1037L,AB,Alberta,"Altalink Management Ltd.",1,ac,38.500,23.765,87.500,54.012,240,NULL,NULL,973,1208,1,NULL,NULL,876,1087,NULL,AB_138S_DSS,NULL,AB_266S_TSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15246,1038L,AB,Alberta,"Altalink Management Ltd.",1,ac,49.000,30.247,87.500,54.012,240,NULL,NULL,973,1208,1,NULL,NULL,876,1087,NULL,AB_237S_DSS,NULL,AB_266S_TSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15247,1038L,AB,Alberta,"Altalink Management Ltd.",1,ac,38.500,23.765,87.500,54.012,240,NULL,NULL,973,1208,1,NULL,NULL,876,1087,NULL,AB_138S_DSS,NULL,AB_266S_TSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15248,1041L,AB,Alberta,"Altalink Management Ltd.",1,ac,38.500,23.765,38.500,23.765,240,NULL,NULL,481,499,1,NULL,NULL,433,449,NULL,AB_554S_DSS,NULL,AB_370S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15249,1042L,AB,Alberta,"Altalink Management Ltd.",1,ac,14.000,8.642,14.000,8.642,240,NULL,NULL,488,606,1,NULL,NULL,439,545,NULL,AB_554S_DSS,NULL,AB_485S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15250,1043L,AB,Alberta,"Altalink Management Ltd.",1,ac,45.000,27.778,45.000,27.778,240,NULL,NULL,NULL,NULL,1,3.00,NULL,439,476,NULL,AB_320P_GSS,NULL,AB_367S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15251,1044L,AB,Alberta,"Altalink Management Ltd.",1,ac,30.000,18.519,30.000,18.519,240,NULL,NULL,481,581,1,NULL,NULL,433,523,NULL,AB_816S_DSS,NULL,AB_805S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15252,1045L,AB,Alberta,"Altalink Management Ltd.",1,ac,90.000,55.556,90.000,55.556,240,NULL,NULL,481,581,1,NULL,NULL,433,523,NULL,AB_805S_DSS,NULL,AB_310P_GSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15253,1046L,AB,Alberta,"Altalink Management Ltd.",1,ac,65.000,40.123,65.000,40.123,240,NULL,NULL,337,404,1,NULL,NULL,303,364,NULL,AB_310P_GSS,NULL,AB_338S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15254,1047L,AB,Alberta,"Altalink Management Ltd.",1,ac,60.000,37.037,60.000,37.037,240,NULL,NULL,499,499,1,NULL,NULL,449,449,NULL,AB_574S_DSS,NULL,AB_650S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15255,1048L,AB,Alberta,"Altalink Management Ltd.",1,ac,14.000,8.642,14.000,8.642,240,NULL,NULL,611,751,1,NULL,NULL,550,676,NULL,AB_138S_DSS,NULL,AB_59S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15256,1049L,AB,Alberta,"Altalink Management Ltd.",1,ac,14.000,8.642,14.000,8.642,240,NULL,NULL,611,751,1,NULL,NULL,550,676,NULL,AB_138S_DSS,NULL,AB_59S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15257,1051L,AB,Alberta,"Altalink Management Ltd.",1,ac,10.000,6.173,10.000,6.173,240,NULL,NULL,NULL,NULL,1,3.00,NULL,439,476,NULL,AB_28S_DSS,NULL,AB_324S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15258,1052L,AB,Alberta,"Altalink Management Ltd.",1,ac,10.000,6.173,10.000,6.173,240,NULL,NULL,NULL,NULL,1,3.00,NULL,439,476,NULL,AB_28S_DSS,NULL,AB_324S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15259,1053L,AB,Alberta,"Altalink Management Ltd.",1,ac,45.500,28.086,45.500,28.086,240,NULL,NULL,NULL,NULL,1,3.00,NULL,439,476,NULL,AB_324S_DSS,NULL,AB_132S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15260,1054L,AB,Alberta,"Altalink Management Ltd.",1,ac,15.000,9.259,15.000,9.259,240,NULL,NULL,594,624,1,NULL,NULL,535,562,NULL,AB_13S_DSS,NULL,AB_12S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15261,1055L,AB,Alberta,EPCOR,1,ac,36.000,22.222,36.000,22.222,240,NULL,NULL,419,517,1,NULL,NULL,377,465,NULL,AB_816S_DSS,NULL,AB_629S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15262,1056L,AB,Alberta,"Altalink Management Ltd.",1,ac,33.000,20.370,33.000,20.370,240,NULL,NULL,419,517,1,NULL,NULL,377,465,NULL,AB_89S_DSS,NULL,AB_629S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15263,1057L,AB,Alberta,"Altalink Management Ltd.",1,ac,4.600,2.840,4.600,2.840,240,NULL,NULL,594,713,1,NULL,NULL,535,642,NULL,AB_657S_DSS,NULL,AB_89S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15264,1058L,AB,Alberta,"Altalink Management Ltd.",1,ac,2.300,1.420,2.300,1.420,240,NULL,NULL,499,499,1,NULL,NULL,449,449,NULL,AB_657S_DSS,NULL,AB_E803S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15265,1059L,AB,Alberta,"Altalink Management Ltd.",1,ac,4.600,2.840,7.475,4.614,240,NULL,NULL,499,499,1,NULL,NULL,449,449,NULL,AB_E803S_DSS,NULL,AB_E52S_JCT,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15266,1059L,AB,Alberta,"Altalink Management Ltd.",1,ac,2.875,1.775,7.475,4.614,240,NULL,NULL,499,499,1,NULL,NULL,449,449,NULL,AB_E52S_JCT,NULL,AB_38S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15267,1059AL,AB,Alberta,"Altalink Management Ltd.",1,ac,2.070,1.278,2.070,1.278,240,NULL,NULL,499,499,1,NULL,NULL,449,449,NULL,AB_E52S_JCT,NULL,AB_E52S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15268,1061L,AB,Alberta,"Altalink Management Ltd.",1,ac,42.000,25.926,42.000,25.926,240,NULL,NULL,NULL,NULL,1,3.00,NULL,439,476,NULL,AB_12S_DSS,NULL,AB_681S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15269,1064L,AB,Alberta,"Altalink Management Ltd.",1,ac,17.000,10.494,17.000,10.494,240,NULL,NULL,974,1208,1,NULL,NULL,877,1087,NULL,AB_74S_DSS,NULL,AB_102S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15270,1065L,AB,Alberta,"Altalink Management Ltd.",1,ac,17.000,10.494,17.000,10.494,240,NULL,NULL,974,1208,1,NULL,NULL,877,1087,NULL,AB_74S_DSS,NULL,AB_102S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15271,1071L,AB,Alberta,"Altalink Management Ltd.",1,ac,24.500,15.123,24.500,15.123,240,NULL,NULL,952,1203,1,NULL,NULL,857,1083,NULL,AB_205S_GSS,NULL,AB_312S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15272,1072L,AB,Alberta,"Altalink Management Ltd.",1,ac,21.000,12.963,21.000,12.963,240,NULL,NULL,967,1203,1,NULL,NULL,870,1083,NULL,AB_103S_DSS,NULL,AB_205S_GSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15273,1075L,AB,Alberta,"Altalink Management Ltd.",1,ac,31.500,19.444,31.500,19.444,240,NULL,NULL,NULL,NULL,1,3.00,NULL,439,476,NULL,AB_28S_DSS,NULL,AB_132S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15274,1080L,AB,Alberta,"Altalink Management Ltd.",1,ac,11.050,6.821,11.050,6.821,240,NULL,NULL,487,604,1,NULL,NULL,438,544,NULL,AB_SS65_DSS,NULL,AB_SS25_GSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:19, line_segment_length_mi:6, line_length_km:19, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:7, sum_rating:7, win_rating:None, power_factor:None, win_capacity:7, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
15275,1081L,AB,Alberta,"Altalink Management Ltd.",1,ac,90.000,55.556,90.000,55.556,240,NULL,NULL,NULL,NULL,1,3.00,NULL,438,476,NULL,AB_17S_DSS,NULL,AB_281S_DSS,NULL,"circuit_id:None, owner:175, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:19, reactance:24, smax:None, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:None, starting_node_code:None, ending_node_name:19, ending_node_code:None, other_references:None, notes:None"
