name,node_code,node_type,owner,province,latitude,longitude,planning_region,sources,notes
Calgary Energy Center CEC,AB_XCEC_GSS,GSS,Altalink Management Ltd.,AB,51.179623,-113.937546,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Mildred Lake,AB_XMIL_GSS,GSS,Syncrude,AB,57.030439,-111.60926,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Strathcona,AB_XSTR_GSS,GSS,EPCOR,AB,53.488727,-113.48676,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
INT Butte Montana,XX_ABUS1_INT,INT,AB-US Border,AB,48.998674,-112.209671,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
INT Ingledow BPA,XX_BCUS1_INT,INT,BC-US Border,BC,49.002089,-122.723986,British Columbia,"name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
INT Nelway BPA,XX_BCUS2_INT,INT,BC-US Border,BC,49.000239,-117.34234,British Columbia,"name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
IPT Cranbrook Chapel Rock,PP_BCAB2_IPT,IPT,BC-AB Border,BC,49.644752,-114.661874,British Columbia,"name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
IPT Natal Pocaterra,PP_BCAB3_IPT,IPT,BC-AB Border,BC,50.586797,-115.070473,British Columbia,"name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
IPT Nelson Rainbow,PP_BCAB4_IPT,IPT,BC-AB Border,BC,58.544391,-120.000014,British Columbia,"name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
IPT McNeill,PP_ABSK1_IPT,IPT,AB-SK Border,SK,50.58938,-110.003956,Saskatachewan,"name:358, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
IPT Natal Coleman,PP_BCAB1_IPT,IPT,BC-AB Border,BC,49.645447,-114.661781,British Columbia,"name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Margie 1034S,AB_1034S_ISS,ISS,Altalink Management Ltd.,AB,55.460078,-111.224915,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
AMOCO Empress 163S,AB_163S_ISS,ISS,Altalink Management Ltd.,AB,50.678091,-110.026756,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Empress Liquids 164S,AB_164S_ISS,ISS,Altalink Management Ltd.,AB,50.678761,-110.052951,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
T.M.P.L. Gainford 165S,AB_165S_ISS,ISS,Altalink Management Ltd.,AB,53.581773,-114.742324,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Dow Chemical Fort Sask. 166S,AB_166S_ISS,ISS,Altalink Management Ltd.,AB,53.731395,-113.173806,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
TMPL Niton 228S,AB_228S_ISS,ISS,Altalink Management Ltd.,AB,53.616119,-115.842906,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Dow Hydro Carbons 258S,AB_258S_ISS,ISS,Altalink Management Ltd.,AB,53.751262,-113.148273,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Union Carbide Prentiss 276S,AB_276S_ISS,ISS,Altalink Management Ltd.,AB,52.387288,-113.599967,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
AHS 01 279S,AB_279S_ISS,ISS,ATCO Electric Ltd.,AB,56.478776,-111.426688,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rosyth 296S,AB_296S_ISS,ISS,Altalink Management Ltd.,AB,52.638483,-111.278362,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
ALBChem Beaverhill Creek 308S,AB_308S_ISS,ISS,Altalink Management Ltd.,AB,53.798919,-112.897054,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
HRT Express 329S,AB_329S_ISS,ISS,Altalink Management Ltd.,AB,52.635408,-111.264288,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Canada Liquid Air 337S,AB_337S_ISS,ISS,Altalink Management Ltd.,AB,53.564161,-113.331707,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chevron Knight 355S,AB_355S_ISS,ISS,Altalink Management Ltd.,AB,54.099907,-116.61897,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Whitecourt Industrial 364S,AB_364S_ISS,ISS,Altalink Management Ltd.,AB,54.131413,-115.646073,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Canadian Oxy Astotin Creek 365S,AB_365S_ISS,ISS,Altalink Management Ltd.,AB,53.79216,-112.880483,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Air Liquide 408S,AB_408S_ISS,ISS,Air Liquide Canada Inc.,AB,53.798213,-113.084472,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Eagle Creek 412S,AB_412S_ISS,ISS,Altalink Management Ltd.,AB,51.919458,-114.564495,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
B.F.Goodrich Fort Sask. 452S,AB_452S_ISS,ISS,Altalink Management Ltd.,AB,53.77748,-113.078151,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Haynes 482S,AB_482S_ISS,ISS,Altalink Management Ltd.,AB,52.323122,-113.51751,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Petro Canada Brazeau River 489S,AB_489S_ISS,ISS,Altalink Management Ltd.,AB,53.178228,-115.753959,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
AT Plastic 4RS,AB_4RS_ISS,ISS,Altalink Management Ltd.,AB,53.539388,-113.405828,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Shell Waterton 502S,AB_502S_ISS,ISS,Altalink Management Ltd.,AB,49.307344,-114.008373,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Fedpipe Judy Creek 515S,AB_515S_ISS,ISS,Altalink Management Ltd.,AB,54.500458,-115.419151,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Carseland 525S,AB_525S_ISS,ISS,Altalink Management Ltd.,AB,50.848377,-113.590153,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Brookfield 536S,AB_536S_ISS,ISS,Altalink Management Ltd.,AB,52.289588,-113.545243,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chevron Kaybob 551S,AB_551S_ISS,ISS,Altalink Management Ltd.,AB,54.100483,-116.618143,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Batte Sands 594S,AB_594S_ISS,ISS,Altalink Management Ltd.,AB,52.631363,-111.278733,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
AT Plastic 5RS,AB_5RS_ISS,ISS,Altalink Management Ltd.,AB,53.536766,-113.405878,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Esso Judy Creek 638S,AB_638S_ISS,ISS,Altalink Management Ltd.,AB,54.475946,-115.642437,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Truweld Grating 6500S,AB_6500S_ISS,ISS,Altalink Management Ltd.,AB,52.980129,-113.365579,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Clipper 656S,AB_656S_ISS,ISS,Altalink Management Ltd.,AB,52.638466,-111.278859,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Blue Ridge Lumber 701S,AB_701S_ISS,ISS,Altalink Management Ltd.,AB,54.141575,-115.358189,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Simonette 733S,AB_733S_ISS,ISS,ATCO Electric Ltd.,AB,54.42375,-117.759347,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Albright & Wilson 752S,AB_752S_ISS,ISS,ATCO Electric Ltd.,AB,55.071811,-118.699128,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Judy Creek Gas Plant 785S,AB_785S_ISS,ISS,ATCO Electric Ltd.,AB,54.568226,-115.520085,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
P&G 808S,AB_808S_ISS,ISS,ATCO Electric Ltd.,AB,55.069175,-118.687945,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Horizon Mining 838S,AB_838S_ISS,ISS,Canadian Natural Resources Limited,AB,57.344546,-111.802775,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
AEC Mills 844S,AB_844S_ISS,ISS,ATCO Electric Ltd.,AB,55.25234,-114.519019,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Paintearth 863S,AB_863S_ISS,ISS,ATCO Electric Ltd.,AB,52.430225,-111.755051,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Scotford Upgrader 879S,AB_879S_ISS,ISS,Altalink Management Ltd.,AB,53.794575,-113.115636,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Mobil Oil Carson Creek 887S,AB_887S_ISS,ISS,Altalink Management Ltd.,AB,54.317367,-115.691561,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Black Fly 934S,AB_934S_ISS,ISS,ATCO Electric Ltd.,AB,57.177212,-111.131443,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
AMR02 937S,AB_937S_ISS,ISS,ATCO Electric Ltd.,AB,56.785071,-112.109,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Bitumount 941S,AB_941S_ISS,ISS,ATCO Electric Ltd.,AB,57.353151,-111.642207,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Imperial Oil Edmonton 95S,AB_95S_ISS,ISS,Altalink Management Ltd.,AB,53.546006,-113.398867,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Imperial Oil Carson Lake 996S,AB_996S_ISS,ISS,Altalink Management Ltd.,AB,54.307478,-115.654111,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Syncrude D05,AB_D05S_ISS,ISS,Syncrude,AB,57.049741,-111.549167,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-10,AB_E10S_ISS,ISS,Suncor,AB,56.946013,-111.419998,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-18,AB_E18S_ISS,ISS,Suncor,AB,57.217791,-110.889644,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-19,AB_E19S_ISS,ISS,Suncor,AB,56.943055,-111.419553,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-1,AB_E1S_ISS,ISS,Suncor,AB,57.015566,-111.493026,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Athabasca Crossing EDD200,AB_E200S_ISS,ISS,Suncor,AB,56.998375,-111.443579,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-20,AB_E20S_ISS,ISS,Suncor,AB,57.016144,-111.536756,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",Location approximate
29EDD-22,AB_E22S_ISS,ISS,Suncor,AB,57.008872,-111.488127,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-27,AB_E27S_ISS,ISS,Suncor,AB,56.881418,-111.379112,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-2,AB_E2S_ISS,ISS,Suncor,AB,57.008832,-111.488334,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-31,AB_E31S_ISS,ISS,Suncor,AB,56.954097,-111.289277,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-33,AB_E33S_ISS,ISS,Suncor,AB,56.943052,-111.419166,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-34,AB_E34S_ISS,ISS,Suncor,AB,57.018857,-111.461843,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-3,AB_E3S_ISS,ISS,Suncor,AB,57.008701,-111.488731,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-45,AB_E45S_ISS,ISS,Suncor,AB,56.946027,-111.419526,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-46,AB_E46S_ISS,ISS,Suncor,AB,56.940012,-111.407721,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-55,AB_E55S_ISS,ISS,Suncor,AB,57.002977,-111.470385,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-0056,AB_E56S_ISS,ISS,Suncor,AB,56.961786,-111.412154,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-5,AB_E5S_ISS,ISS,Suncor,AB,57.002453,-111.474049,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-62,AB_E62S_ISS,ISS,Suncor,AB,56.893695,-111.372861,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-0063,AB_E63S_ISS,ISS,Suncor,AB,57.218596,-110.903009,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-64,AB_E64S_ISS,ISS,Suncor,AB,56.954097,-111.289277,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-65,AB_E65S_ISS,ISS,Suncor,AB,57.240951,-110.856838,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-67,AB_E67S_ISS,ISS,Suncor,AB,56.964943,-111.404438,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",Location approximate
29EDD-71,AB_E71S_ISS,ISS,Suncor,AB,57.234714,-110.854182,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-7,AB_E7S_ISS,ISS,Suncor,AB,56.998337,-111.443833,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-83,AB_E83S_ISS,ISS,Suncor,AB,56.954097,-111.289277,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-84,AB_E84S_ISS,ISS,Suncor,AB,56.954097,-111.289277,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-8,AB_E8S_ISS,ISS,Suncor,AB,56.955535,-111.421527,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-93,AB_E93S_ISS,ISS,Suncor,AB,56.964433,-111.404534,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",Location approximate
29EDD-94,AB_E94S_ISS,ISS,Suncor,AB,56.971076,-111.498165,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
29EDD-9,AB_E9S_ISS,ISS,Suncor,AB,56.955409,-111.421555,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Margie 1034S JCT,AB_1034S_JCT,JCT,Altalink Management Ltd.,AB,55.350424,-111.234209,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Bilby 105S JCT,AB_105S_JCT,JCT,Altalink Management Ltd.,AB,53.556046,-114.001764,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Paddle River 106S JCT,AB_106S_JCT,JCT,Altalink Management Ltd.,AB,53.599498,-115.448674,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Windy Point 112S JCT,AB_112S_JCT,JCT,Altalink Management Ltd.,AB,49.582515,-113.842892,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Ghost Pine 114S JCT,AB_114S_JCT,JCT,ATCO Electric Ltd.,AB,51.911318,-113.241355,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Taber Wind Farm 134S JCT,AB_134S_JCT,JCT,Altalink Management Ltd.,AB,49.698722,-111.96884,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Sedgewick 137S JCT,AB_137S_JCT,JCT,Altalink Management Ltd.,AB,52.770766,-111.711921,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Hillridge 139S JCT,AB_139S_JCT,JCT,Altalink Management Ltd.,AB,49.814985,-112.420738,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Thompson 140S JCT,AB_140S_JCT,JCT,Altalink Management Ltd.,AB,54.762313,-111.818683,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Magcan 142S JCT,AB_142S_JCT,JCT,Altalink Management Ltd.,AB,50.659533,-113.905501,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Empress Liquids 164S JCT,AB_164S_JCT,JCT,Altalink Management Ltd.,AB,50.688516,-110.05104,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
T.M.P.L. Gainford 165S JCT,AB_165S_JCT,JCT,Altalink Management Ltd.,AB,53.580189,-114.742107,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Wap 1S JCT,AB_1S_JCT,JCT,Dapp Power Corporation,AB,54.442332,-113.962716,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Halfway 2014S JCT,AB_2014S_JCT,JCT,ATCO Electric Ltd.,AB,56.626725,-111.342436,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Muir 2018S JCT,AB_2018S_JCT,JCT,ATCO Electric Ltd.,AB,54.411642,-116.864745,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Mowat 2033S JCT,AB_2033S_JCT,JCT,ATCO Electric Ltd.,AB,55.75219,-118.984841,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Meadow Creek 2081S JCT,AB_2081S_JCT,JCT,ATCO Electric Ltd.,AB,56.259958,-110.921626,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Timberlands 209S JCT,AB_209S_JCT,JCT,Altalink Management Ltd.,AB,52.303123,-113.754105,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Marion 21S JCT,AB_21S_JCT,JCT,Altalink Management Ltd.,AB,53.512014,-114.662713,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Sunken Lake 221S JCT,AB_221S_JCT,JCT,Altalink Management Ltd.,AB,52.408824,-110.580455,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Garden City 226S JCT,AB_226S_JCT,JCT,Altalink Management Ltd.,AB,49.4214,-112.898448,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Cutting Lake 227S JCT,AB_227S_JCT,JCT,Altalink Management Ltd.,AB,50.61988,-111.943311,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Fort Assiniboine 234S JCT,AB_234S_JCT,JCT,Altalink Management Ltd.,AB,54.312355,-114.769667,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Shell Harmattan 238S JCT,AB_238S_JCT,JCT,Altalink Management Ltd.,AB,51.678814,-114.355984,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Mcbride Lake 240S JCT,AB_240S_JCT,JCT,Altalink Management Ltd.,AB,49.640689,-113.479423,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Flat Lake 242S JCT,AB_242S_JCT,JCT,Altalink Management Ltd.,AB,54.762122,-112.674861,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Jarrow 252S JCT,AB_252S_JCT,JCT,Altalink Management Ltd.,AB,52.966891,-111.435088,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chickadee Creek 259S JCT,AB_259S_JCT,JCT,Altalink Management Ltd.,AB,54.28831,-116.18403,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Killarney Lake 267S JCT,AB_267S_JCT,JCT,Altalink Management Ltd.,AB,52.579566,-110.58096,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Jumping Pound 271S JCT,AB_271S_JCT,JCT,Altalink Management Ltd.,AB,51.166594,-114.583193,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Kingman 299S JCT,AB_299S_JCT,JCT,Altalink Management Ltd.,AB,53.192718,-112.757778,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Cascade 29S JCT,AB_29S_JCT,JCT,Altalink Management Ltd.,AB,51.200594,-115.50214,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",Deleted AB_T756S_DSS
Queensland 301S JCT,AB_301S_JCT,JCT,Altalink Management Ltd.,AB,53.194106,-112.879579,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Sundance 310P JCT,AB_310P_JCT,JCT,Altalink Management Ltd.,AB,53.473167,-114.443662,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Raymond Reservoir 313S JCT,AB_313S_JCT,JCT,Altalink Management Ltd.,AB,49.435828,-112.695804,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chin Chute 315S JCT,AB_315S_JCT,JCT,Altalink Management Ltd.,AB,49.669377,-112.510877,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Cowley Ridge 322S JCT,AB_322S_JCT,JCT,Altalink Management Ltd.,AB,49.553239,-114.101441,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
HRT Express 329S JCT,AB_329S_JCT,JCT,Altalink Management Ltd.,AB,52.638069,-111.276571,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Canada Liquid Air 337S JCT,AB_337S_JCT,JCT,Altalink Management Ltd.,AB,53.563048,-113.342452,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Kaybob 346S JCT,AB_346S_JCT,JCT,Altalink Management Ltd.,AB,54.102299,-116.610203,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Marlboro 348S JCT,AB_348S_JCT,JCT,Altalink Management Ltd.,AB,53.657548,-116.630218,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chevron Knight 355S JCT,AB_355S_JCT,JCT,Altalink Management Ltd.,AB,54.100924,-116.618289,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
West Pembina 359S JCT,AB_359S_JCT,JCT,Altalink Management Ltd.,AB,53.255196,-115.569253,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rundle 35S JCT,AB_35S_JCT,JCT,Altalink Management Ltd.,AB,51.104934,-115.360858,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Madden 373S JCT,AB_373S_JCT,JCT,Altalink Management Ltd.,AB,51.533131,-114.380489,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Kettle's Hill 383S JCT,AB_383S_JCT,JCT,Altalink Management Ltd.,AB,49.51673,-113.821332,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Riverside 388S JCT,AB_388S_JCT,JCT,Altalink Management Ltd.,AB,53.817511,-113.123223,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Shell AOSP 402S JCT,AB_402S_JCT,JCT,Altalink Management Ltd.,AB,53.810406,-113.098877,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Wetaskiwin 40S JCT,AB_40S_JCT,JCT,Altalink Management Ltd.,AB,53.018061,-113.36626,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Mountain Coalbed 411S JCT,AB_411S_JCT,JCT,Altalink Management Ltd.,AB,53.515421,-117.345069,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
