name,node_code,node_type,owner,province,latitude,longitude,planning_region,sources,notes
Cadomin 983S,AB_983S_DSS,DSS,Altalink Management Ltd.,AB,53.051459,-117.318926,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Exshaw 985S,AB_985S_DSS,DSS,Altalink Management Ltd.,AB,51.059596,-115.167787,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Quigley 989S,AB_989S_DSS,DSS,ATCO Electric Ltd.,AB,56.221916,-110.876399,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
ABEE 993S,AB_993S_DSS,DSS,ATCO Electric Ltd.,AB,54.23965,-112.840444,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rangeland Yarrow 995S,AB_995S_DSS,DSS,Altalink Management Ltd.,AB,49.303524,-113.792134,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
North St. Albert 99S,AB_99S_DSS,DSS,Altalink Management Ltd.,AB,53.658705,-113.675055,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Victoria E511S,AB_E511S_DSS,DSS,EPCOR,AB,53.54888,-113.499791,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
East Industrial E52S,AB_E52S_DSS,DSS,Altalink Management Ltd.,AB,53.512994,-113.382811,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Lambton E803S,AB_E803S_DSS,DSS,EPCOR,AB,53.49731,-113.416786,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Aurora G01,AB_G01S_DSS,DSS,Syncrude,AB,57.297045,-111.507219,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Red Deer North RD14S,AB_RD14S_DSS,DSS,Altalink Management Ltd.,AB,52.317046,-113.802559,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Red Deer Downtown RD15S,AB_RD15S_DSS,DSS,Altalink Management Ltd.,AB,52.270077,-113.821897,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-1,AB_SS01_DSS,DSS,ENMAX Power Corporation,AB,51.045424,-114.077983,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-2,AB_SS02_DSS,DSS,ENMAX Power Corporation,AB,51.026543,-114.03924,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-3,AB_SS03_DSS,DSS,ENMAX Power Corporation,AB,51.067673,-114.06426,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-5,AB_SS05_DSS,DSS,ENMAX Power Corporation,AB,51.043463,-114.057256,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-6,AB_SS06_DSS,DSS,ENMAX Power Corporation,AB,50.906161,-114.139263,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-7,AB_SS07_DSS,DSS,ENMAX Power Corporation,AB,51.065787,-114.23011,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-8,AB_SS08_DSS,DSS,ENMAX Power Corporation,AB,51.049599,-114.081259,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",Underground substation
SS-9,AB_SS09_DSS,DSS,ENMAX Power Corporation,AB,50.99539,-114.043278,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-10,AB_SS10_DSS,DSS,ENMAX Power Corporation,AB,51.008333,-114.095451,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-11,AB_SS11_DSS,DSS,ENMAX Power Corporation,AB,51.124316,-114.048632,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-12,AB_SS12_DSS,DSS,ENMAX Power Corporation,AB,51.008348,-114.066722,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-13,AB_SS13_DSS,DSS,ENMAX Power Corporation,AB,51.082063,-114.046454,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-14,AB_SS14_DSS,DSS,ENMAX Power Corporation,AB,51.12538,-114.186728,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-15,AB_SS15_DSS,DSS,ENMAX Power Corporation,AB,51.069584,-114.165077,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-16,AB_SS16_DSS,DSS,ENMAX Power Corporation,AB,51.102383,-114.163432,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-20,AB_SS20_DSS,DSS,ENMAX Power Corporation,AB,51.051618,-114.118786,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-21,AB_SS21_DSS,DSS,ENMAX Power Corporation,AB,51.051775,-114.165892,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-22,AB_SS22_DSS,DSS,ENMAX Power Corporation,AB,51.070335,-114.002666,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-23,AB_SS23_DSS,DSS,ENMAX Power Corporation,AB,51.009259,-114.002615,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-24,AB_SS24_DSS,DSS,ENMAX Power Corporation,AB,50.964402,-113.936136,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-26,AB_SS26_DSS,DSS,ENMAX Power Corporation,AB,50.9012,-113.953243,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-27,AB_SS27_DSS,DSS,ENMAX Power Corporation,AB,51.09036,-114.093502,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-28,AB_SS28_DSS,DSS,ENMAX Power Corporation,AB,51.010341,-114.160767,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-31,AB_SS31_DSS,DSS,ENMAX Power Corporation,AB,50.980132,-113.985928,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-32,AB_SS32_DSS,DSS,ENMAX Power Corporation,AB,50.950975,-114.018779,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-33,AB_SS33_DSS,DSS,ENMAX Power Corporation,AB,50.949611,-114.078071,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-34,AB_SS34_DSS,DSS,ENMAX Power Corporation,AB,51.082004,-114.139416,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-35,AB_SS35_DSS,DSS,ENMAX Power Corporation,AB,50.979062,-114.140492,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-36,AB_SS36_DSS,DSS,ENMAX Power Corporation,AB,51.106318,-114.236356,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-37,AB_SS37_DSS,DSS,ENMAX Power Corporation,AB,51.00932,-113.936148,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-38,AB_SS38_DSS,DSS,ENMAX Power Corporation,AB,51.053477,-113.936051,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-39,AB_SS39_DSS,DSS,ENMAX Power Corporation,AB,51.095216,-113.940079,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-40,AB_SS40_DSS,DSS,ENMAX Power Corporation,AB,50.913977,-114.012498,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-41,AB_SS41_DSS,DSS,ENMAX Power Corporation,AB,50.906397,-114.069436,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-43,AB_SS43_DSS,DSS,ENMAX Power Corporation,AB,50.980389,-114.073614,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-47,AB_SS47_DSS,DSS,ENMAX Power Corporation,AB,51.167941,-114.106064,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-54,AB_SS54_DSS,DSS,ENMAX Power Corporation,AB,50.851339,-113.976526,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
SS-65,AB_SS65_DSS,DSS,ENMAX Power Corporation,AB,50.908872,-113.901201,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Horse Creek T793S,AB_T793S_DSS,DSS,Altalink Management Ltd.,AB,51.221797,-114.49751,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Plant 30-2 UE-1 ,AB_UE1S_DSS,DSS,Syncrude,AB,57.059995,-111.563695,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Blatchford,AB_XBLA_DSS,DSS,EPCOR,AB,53.569686,-113.514679,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",Location approximate
Cavalier,AB_XCAV_DSS,DSS,ENMAX Power Corporation,AB,51.005696,-113.170937,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Garneau,AB_XGAR_DSS,DSS,EPCOR,AB,53.52068,-113.518716,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Inland Cement,AB_XINL_DSS,DSS,Altalink Management Ltd.,AB,53.580176,-113.603847,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Kennedale,AB_XKEN_DSS,DSS,EPCOR,AB,53.587129,-113.419417,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Meadowlark,AB_XMEA_DSS,DSS,EPCOR,AB,53.517601,-113.586936,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Namao,AB_XNAM_DSS,DSS,EPCOR,AB,53.5852,-113.492936,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Poundmaker,AB_XPOU_DSS,DSS,EPCOR,AB,53.549428,-113.650845,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rossdale,AB_XROS_DSS,DSS,EPCOR,AB,53.530046,-113.499495,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Woodcroft,AB_XWOO_DSS,DSS,EPCOR,AB,53.5711,-113.565145,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Windrise 1063S,AB_1063S_GSS,GSS,Altalink Management Ltd.,AB,49.49222,-113.444912,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Foster Creek 1200S,AB_1200S_GSS,GSS,ATCO Electric Ltd.,AB,55.067701,-110.536956,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Brooks 121S,AB_121S_GSS,GSS,Altalink Management Ltd.,AB,50.557998,-111.895221,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Alberta Newsprint 122S,AB_122S_GSS,GSS,Altalink Management Ltd.,AB,54.127889,-115.665862,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Taber Wind Farm 134S,AB_134S_GSS,GSS,Altalink Management Ltd.,AB,49.697439,-111.947181,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Strathmore 151S,AB_151S_GSS,GSS,Altalink Management Ltd.,AB,51.03269,-113.376704,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Fort Macleod 15S,AB_15S_GSS,GSS,Altalink Management Ltd.,AB,49.728171,-113.391368,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Sherritt Gordon 172S,AB_172S_GSS,GSS,Altalink Management Ltd.,AB,53.722418,-113.19165,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Castle Rock Ridge 205S,AB_205S_GSS,GSS,Altalink Management Ltd.,AB,49.557522,-113.961163,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Ghost 20S,AB_20S_GSS,GSS,Altalink Management Ltd.,AB,51.218519,-114.706634,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Innisfail 214S,AB_214S_GSS,GSS,Altalink Management Ltd.,AB,52.028537,-114.000697,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Fort Sask. Cogen 218S,AB_218S_GSS,GSS,Altalink Management Ltd.,AB,53.736184,-113.174092,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Magrath 225S,AB_225S_GSS,GSS,Altalink Management Ltd.,AB,49.422076,-112.898242,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Shell Harmattan 238S,AB_238S_GSS,GSS,Altalink Management Ltd.,AB,51.716865,-114.356791,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Castle River 239S,AB_239S_GSS,GSS,Altalink Management Ltd.,AB,49.515911,-114.026624,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Mcbride Lake 240S,AB_240S_GSS,GSS,Altalink Management Ltd.,AB,49.612283,-113.481634,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Soderglen 243S,AB_243S_GSS,GSS,Altalink Management Ltd.,AB,49.53841,-113.523194,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Bighorn Plant 250P,AB_250P_GSS,GSS,Altalink Management Ltd.,AB,52.308276,-116.323716,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Coaldale 254S,AB_254S_GSS,GSS,Altalink Management Ltd.,AB,49.81592,-112.579584,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Harmattan 256S,AB_256S_GSS,GSS,Altalink Management Ltd.,AB,51.686186,-114.473383,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Carseland Co-Gen 269S,AB_269S_GSS,GSS,Altalink Management Ltd.,AB,50.844842,-113.594141,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Jenner 275S,AB_275S_GSS,GSS,Altalink Management Ltd.,AB,50.710701,-111.091596,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
East Camrose 285S,AB_285S_GSS,GSS,Altalink Management Ltd.,AB,53.025077,-112.781059,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Cascade 29S,AB_29S_GSS,GSS,Altalink Management Ltd.,AB,51.235097,-115.487314,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Kananaskis 2S,AB_2S_GSS,GSS,Altalink Management Ltd.,AB,51.097072,-115.057344,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Sundance 310P,AB_310P_GSS,GSS,Altalink Management Ltd.,AB,53.507725,-114.553231,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Raymond Reservoir 313S,AB_313S_GSS,GSS,Altalink Management Ltd.,AB,49.407103,-112.692069,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Irrican Power 314S,AB_314S_GSS,GSS,Altalink Management Ltd.,AB,49.580983,-112.735857,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chin Chute 315S,AB_315S_GSS,GSS,Altalink Management Ltd.,AB,49.675734,-112.344887,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Keephills 320P,AB_320P_GSS,GSS,Altalink Management Ltd.,AB,53.450461,-114.447566,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Whitecourt Power 323S,AB_323S_GSS,GSS,Altalink Management Ltd.,AB,54.162697,-115.734079,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Barrier 32S,AB_32S_GSS,GSS,Altalink Management Ltd.,AB,51.035529,-115.040677,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Spray 33S,AB_33S_GSS,GSS,Altalink Management Ltd.,AB,51.07544,-115.402515,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Kaybob 346S,AB_346S_GSS,GSS,Altalink Management Ltd.,AB,54.098626,-116.613828,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Summerview 354S,AB_354S_GSS,GSS,Altalink Management Ltd.,AB,49.582918,-113.793204,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rundle 35S,AB_35S_GSS,GSS,Altalink Management Ltd.,AB,51.088984,-115.373811,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Burdett 368S,AB_368S_GSS,GSS,Altalink Management Ltd.,AB,49.815331,-111.540598,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Three Sisters 36S,AB_36S_GSS,GSS,Altalink Management Ltd.,AB,50.99815,-115.374901,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Caroline 378S,AB_378S_GSS,GSS,Altalink Management Ltd.,AB,51.967295,-114.764436,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Kettle's Hill 383S,AB_383S_GSS,GSS,Altalink Management Ltd.,AB,49.515974,-113.821888,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Spring Coulee 385S,AB_385S_GSS,GSS,Altalink Management Ltd.,AB,49.290746,-113.145876,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Scotford 409S,AB_409S_GSS,GSS,Altalink Management Ltd.,AB,53.789879,-113.096872,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Ardenville Wind Farm 418S,AB_418S_GSS,GSS,Altalink Management Ltd.,AB,49.58295,-113.435229,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Medicine Hat 41S,AB_41S_GSS,GSS,Altalink Management Ltd.,AB,50.100426,-110.727568,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Hays 421S,AB_421S_GSS,GSS,Altalink Management Ltd.,AB,50.077967,-111.788276,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Westlock 438S,AB_438S_GSS,GSS,Altalink Management Ltd.,AB,54.182275,-113.874507,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Bearspaw Plant 44S,AB_44S_GSS,GSS,Altalink Management Ltd.,AB,51.102763,-114.28053,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Buck Lake 454S,AB_454S_GSS,GSS,Altalink Management Ltd.,AB,53.018825,-114.853882,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
West Pembina 477S,AB_477S_GSS,GSS,Altalink Management Ltd.,AB,53.038933,-115.963982,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Pocaterra 48S,AB_48S_GSS,GSS,Altalink Management Ltd.,AB,50.69898,-115.119156,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Interlakes 49S,AB_49S_GSS,GSS,Altalink Management Ltd.,AB,50.633467,-115.139236,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Fort Hills 505S,AB_505S_GSS,GSS,Suncor,AB,57.390711,-111.587174,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Joffre 535S,AB_535S_GSS,GSS,Altalink Management Ltd.,AB,52.303844,-113.560056,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Edson 58S,AB_58S_GSS,GSS,Altalink Management Ltd.,AB,53.578365,-116.502289,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Wheatland 609S,AB_609S_GSS,GSS,ATCO Electric Ltd.,AB,51.211711,-112.562086,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Halkirk 615S,AB_615S_GSS,GSS,ATCO Electric Ltd.,AB,52.279408,-112.049138,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Brazeau 62S,AB_62S_GSS,GSS,Altalink Management Ltd.,AB,52.91151,-115.373052,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Stirling 67S,AB_67S_GSS,GSS,Altalink Management Ltd.,AB,49.501722,-112.493509,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Christina Lake 723S,AB_723S_GSS,GSS,Altalink Management Ltd.,AB,55.560303,-110.914388,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
H.R. Milner 740S,AB_740S_GSS,GSS,ATCO Electric Ltd.,AB,54.006606,-119.102237,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Battle River 757S,AB_757S_GSS,GSS,ATCO Electric Ltd.,AB,52.468326,-112.132548,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Poplar Hill 790S,AB_790S_GSS,GSS,ATCO Electric Ltd.,AB,55.338397,-119.219122,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rainbow Lake 791S,AB_791S_GSS,GSS,ATCO Electric Ltd.,AB,58.447211,-119.238786,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Oldman River 806S,AB_806S_GSS,GSS,Altalink Management Ltd.,AB,49.560689,-113.895647,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Sheerness 807S,AB_807S_GSS,GSS,ATCO Electric Ltd.,AB,51.442782,-111.793685,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Daishowa 839S,AB_839S_GSS,GSS,ATCO Electric Ltd.,AB,56.37287,-117.189996,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Horizon Upgrading 842S,AB_842S_GSS,GSS,Canadian Natural Resources Limited,AB,57.340441,-111.757946,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Muskeg River 847S,AB_847S_GSS,GSS,ATCO Electric Ltd.,AB,57.252788,-111.5059,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Rainbow Cogen 850S,AB_850S_GSS,GSS,ATCO Electric Ltd.,AB,58.447136,-119.237108,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Primrose 859S,AB_859S_GSS,GSS,ATCO Electric Ltd.,AB,54.7741,-110.580397,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Long Lake Cogen 864S,AB_864S_GSS,GSS,ATCO Electric Ltd.,AB,56.405844,-110.95084,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Saddle Hills 865S,AB_865S_GSS,GSS,ATCO Electric Ltd.,AB,55.460878,-119.062668,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Mackay River 874S,AB_874S_GSS,GSS,ATCO Electric Ltd.,AB,57.041154,-111.90433,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Mahkeses 889S,AB_889S_GSS,GSS,ATCO Electric Ltd.,AB,54.585324,-110.391755,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Suffield 895S,AB_895S_GSS,GSS,Altalink Management Ltd.,AB,50.232023,-111.172422,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Nabiye 942S,AB_942S_GSS,GSS,ATCO Electric Ltd.,AB,54.727284,-110.346497,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Lindbergh 969S,AB_969S_GSS,GSS,ATCO Electric Ltd.,AB,53.99434,-110.597011,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Clover Bar 987S,AB_987S_GSS,GSS,EPCOR,AB,53.595621,-113.332182,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Kearl 9900S,AB_9900S_GSS,GSS,Imperial Oil,AB,57.429335,-111.138592,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Shepard SS-25,AB_SS25_GSS,GSS,Altalink Management Ltd.,AB,50.9713,-113.8858,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Balzac Cogen,AB_XBAL_GSS,GSS,ENMAX Power Corporation,AB,51.192322,-113.940812,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
