date,g628,g636,g637,g644,g640,g629,g632,g633,g641,g635,g643,g630,g639,g631,g646,g627,g634,g642,g638,g645
2018-01-31 00:00:00,0.0,0.0,33.666800992583426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0276281104872,272.1609523792863,0.0,0.0,285.5483646628695,0.0,0.0,0.0,0.0
2018-01-31 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-31 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-31 03:00:00,972.4323756170752,26.55228803700352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.71502870751812,0.0,0.0,0.0,0.0
2018-01-31 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.76861357517487,0.0,0.0,0.0,0.0
2018-01-31 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
2018-01-31 06:00:00,0.0,0.0,159.12933733287522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.07522915787236,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
2018-01-31 07:00:00,0.0,0.0,159.12933733287522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.07522915787236,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
2018-01-31 08:00:00,0.0,0.0,159.12933733287522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.23618153715836,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
2018-01-31 09:00:00,5967.7989852179935,0.0,159.12933733287522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.23618153715836,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
2018-01-31 10:00:00,15978.338960438923,26.55228803700352,159.12933733287522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.23618153715836,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
2018-01-31 11:00:00,20216.560560345617,53.10457607400704,159.12933733287522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.23618153715836,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
2018-01-31 12:00:00,17147.75033585615,53.10457607400704,159.12933733287522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.23618153715836,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
2018-01-31 13:00:00,17147.75033585615,53.10457607400704,159.12933733287522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.23618153715836,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
2018-01-31 14:00:00,18275.796075843948,79.65686411101058,159.12933733287522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.23618153715836,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
2018-01-31 15:00:00,16987.227231852543,79.65686411101058,159.12933733287522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2529.821273861332,383.23618153715836,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
2018-01-31 16:00:00,16987.227231852543,79.65686411101058,159.12933733287522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2529.821273861332,383.23618153715836,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
2018-01-31 17:00:00,17412.665280410343,106.20915214801408,159.12933733287522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2529.821273861332,383.23618153715836,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
2018-01-31 18:00:00,22316.383090533756,106.20915214801408,159.12933733287522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2529.821273861332,383.23618153715836,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
2018-01-31 19:00:00,32606.637829767824,132.76144018501762,159.12933733287522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2529.821273861332,383.23618153715836,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
2018-01-31 20:00:00,37957.81861598137,132.76144018501762,159.12933733287522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2529.821273861332,383.23618153715836,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
2018-01-31 21:00:00,37225.20573855128,132.76144018501762,159.12933733287522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2529.821273861332,383.23618153715836,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
2018-01-31 22:00:00,30193.64750342908,101.52345425913113,159.12933733287522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2529.821273861332,383.23618153715836,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
2018-01-31 23:00:00,29133.76359103521,70.28546833324464,159.12933733287522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3192.893934779399,655.3971339164442,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
2018-02-01 00:00:00,29133.76359103521,70.28546833324464,159.12933733287522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3192.893934779399,655.3971339164442,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
2018-02-01 01:00:00,20457.27384544443,70.28546833324464,159.12933733287522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3192.893934779399,655.3971339164442,0.0,0.0,323.43268185112754,0.0,0.0,0.0,0.0
