date,g628,g636,g637,g644,g640,g629,g632,g633,g641,g635,g643,g630,g639,g631,g646,g627,g634,g642,g638,g645
2018-01-01 00:00:00,24649.01083483997,128.4761440185018,690.4,87.27600480853815,3820.095334517689,14271.012103179619,624.8,932.0000000000003,3250.688737843498,2817.6000000000013,1401.8839035074286,15442.538491438025,1180.8,427.72,3848.56560953591,619.4413747568486,4246.4,3205.123515552366,829.52,2277.771149941684
2018-01-01 01:00:00,19832.71200885405,97.63855981498241,690.4,39.94394560928961,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,11838.22946906672,1180.8,311.7381307272555,2101.3964327539807,568.8472154434389,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 02:00:00,30122.966748088125,124.19084785198594,690.4,39.94394560928961,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,6370.079249617995,1180.8,311.7381307272555,2101.3964327539807,568.8472154434389,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 03:00:00,32695.53301929284,150.74313588898946,690.4,39.94394560928961,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,6370.079249617995,1180.8,311.7381307272555,2101.3964327539807,568.8472154434389,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 04:00:00,29219.219355852016,150.74313588898946,690.4,39.94394560928961,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,6370.079249617995,1180.8,311.7381307272555,1350.197492245271,568.8472154434389,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 05:00:00,34412.550845317404,177.295423925993,690.4,13.623008339631227,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,2589.2362575537977,1180.8,311.7381307272555,1350.197492245271,432.1314531776642,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 06:00:00,41694.78867141008,203.84771196299653,690.4,13.623008339631227,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,2589.2362575537977,1180.8,311.7381307272555,1350.197492245271,432.1314531776642,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 07:00:00,44645.39343305288,230.40000000000006,690.4,13.623008339631227,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,2589.2362575537977,1180.8,311.7381307272555,799.1172653230617,432.1314531776642,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 08:00:00,32638.445372894195,199.16201407411359,690.4,13.623008339631227,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,2589.2362575537977,1180.8,311.7381307272555,799.1172653230617,432.1314531776642,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 09:00:00,34527.66212282527,225.7143021111171,690.4,13.623008339631227,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,2589.2362575537977,1180.8,311.7381307272555,799.1172653230617,432.1314531776642,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 10:00:00,41252.106455258734,230.40000000000006,690.4,13.623008339631227,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,2589.2362575537977,1180.8,311.7381307272555,799.1172653230617,432.1314531776642,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 11:00:00,43307.569835005896,230.40000000000006,690.4,13.623008339631227,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,2589.2362575537977,1180.8,410.3227196090884,960.2387815265056,432.1314531776642,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 12:00:00,35022.46673919365,199.16201407411359,690.4,13.623008339631227,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,2589.2362575537977,1180.8,410.3227196090884,960.2387815265056,432.1314531776642,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 13:00:00,39568.69483540357,199.16201407411359,690.4,13.623008339631227,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,2589.2362575537977,1272.9561904828556,508.90730849092125,1574.8738632139996,432.1314531776642,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 14:00:00,37623.48544978564,167.92402814822702,849.5293373328752,53.85525865899249,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,9707.89476531727,1545.117142862142,508.90730849092125,1841.9869105687549,670.6706707822641,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 15:00:00,37623.48544978564,136.68604222234057,1008.6586746657505,94.08750897835377,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,16826.553273080746,1817.278095241428,607.4918973727541,2162.936780614602,667.7860201879582,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 16:00:00,37623.48544978564,105.44805629645407,1167.7880119986255,134.31975929771502,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,23945.21178084422,2089.439047620714,607.4918973727541,2698.610564662269,953.3343848508276,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 17:00:00,29744.34126165913,74.21007037056756,1326.9173493315006,174.5520096170763,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,30885.07698287605,2361.6,616.5478417424937,2698.610564662269,1238.8827495136973,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 18:00:00,32697.06518541793,100.76235840757109,1380.8,174.5520096170763,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,30885.07698287605,2361.6,715.1324306243266,3118.2565149253355,1238.8827495136973,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 19:00:00,33299.4666344379,127.31464644457459,1380.8,174.5520096170763,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,30885.07698287605,2361.6,715.1324306243266,3118.2565149253355,1238.8827495136973,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 20:00:00,33798.50725543331,153.8669344815781,1380.8,174.5520096170763,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,30885.07698287605,2361.6,715.1324306243266,2922.785323338181,1235.6306772435555,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 21:00:00,23569.912916404992,122.62894855569164,1380.8,174.5520096170763,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,30885.07698287605,2361.6,715.1324306243266,2922.785323338181,1238.8827495136973,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 22:00:00,13626.408764555104,91.39096262980516,1380.8,127.21995041782776,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,28648.461492240644,2041.4106442596633,599.150561351582,2662.516220102949,902.9434969691447,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-01 23:00:00,12643.691349220431,60.152976703918675,1380.8,127.21995041782776,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,30885.07698287605,2041.4106442596633,599.150561351582,2662.516220102949,902.9434969691447,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-02 00:00:00,12106.182046157734,31.237985925886488,1310.476895682502,127.21995041782776,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,30885.07698287605,2041.4106442596633,599.150561351582,2662.516220102949,902.9434969691447,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-02 01:00:00,0.0,0.0,1310.476895682502,127.21995041782776,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,30885.07698287605,2041.4106442596633,599.150561351582,2662.516220102949,902.9434969691447,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-02 02:00:00,10290.254739234073,26.55228803700352,1310.476895682502,127.21995041782776,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,30885.07698287605,2041.4106442596633,599.150561351582,2662.516220102949,654.8030784797756,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-02 03:00:00,10753.628467608196,53.10457607400704,1310.476895682502,127.21995041782776,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,30885.07698287605,2041.4106442596633,599.150561351582,2662.516220102949,654.8030784797756,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-02 04:00:00,7370.948535867783,71.08627177797891,1310.476895682502,127.21995041782776,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,30885.07698287605,2041.4106442596633,599.150561351582,2662.516220102949,654.8030784797756,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-02 05:00:00,10105.067318703395,97.63855981498241,1310.476895682502,127.21995041782776,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,30885.07698287605,2041.4106442596633,599.150561351582,2662.516220102949,654.8030784797756,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-02 06:00:00,17263.385282243908,124.19084785198594,1310.476895682502,127.21995041782776,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,30885.07698287605,2041.4106442596633,599.150561351582,2662.516220102949,654.8030784797756,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-02 07:00:00,18698.422778855733,150.74313588898946,1310.476895682502,127.21995041782776,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,30885.07698287605,2041.4106442596633,599.150561351582,2662.516220102949,840.6467054482083,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-02 08:00:00,28988.677518089804,177.295423925993,1310.476895682502,127.21995041782776,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,30885.07698287605,2041.4106442596633,599.150561351582,2662.516220102949,840.6467054482083,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-02 09:00:00,39278.93225732388,203.84771196299653,1123.2659105850016,94.66411839849708,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,30885.07698287605,2041.4106442596633,599.150561351582,2662.516220102949,840.6467054482083,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-02 10:00:00,44645.39343305288,230.40000000000006,1123.2659105850016,94.66411839849708,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,30885.07698287605,2041.4106442596633,483.1686920788375,2662.516220102949,840.6467054482083,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-02 11:00:00,44645.39343305288,199.16201407411359,1123.2659105850016,94.66411839849708,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,30885.07698287605,2041.4106442596633,483.1686920788375,2662.516220102949,840.6467054482083,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
2018-01-02 12:00:00,44645.39343305288,199.16201407411359,1123.2659105850016,94.66411839849708,2784.2265472328954,6531.469130483774,455.37731244362953,679.2760166412659,1487.7552475276489,2817.6000000000013,641.6056110162504,30885.07698287605,2041.4106442596633,483.1686920788375,2662.516220102949,915.4874990380904,4246.4,1466.9012365670774,604.5848082878354,1042.476304034243
