name,node_code,node_type,owner,province,latitude,longitude,planning_region,sources,notes
Bergeronnes,QC_BRG_SWS,SWS,"Hydro Québec",QC,48.341426,-69.467446,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Berri,QC_BRI_DSS,DSS,"Hydro Québec",QC,45.517008,-73.566018,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Bromptonville,QC_BRO_DSS,DSS,"Hydro Québec",QC,45.484009,-71.924502,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Brossard,QC_BRS_DSS,DSS,"Hydro Québec",QC,45.460177,-73.439814,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Bryson,QC_BRY_GSS,GSS,"Hydro Québec",QC,45.660665,-76.632727,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Bersimis-1,QC_BS1_GSS,GSS,"Hydro Québec",QC,49.295233,-69.551063,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Bersimis-2,QC_BS2_GSS,GSS,"Hydro Québec",QC,49.171281,-69.225851,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Bois-Francs,QC_BSF_DSS,DSS,"Hydro Québec",QC,46.066785,-71.980638,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Baie-Saint-Paul,QC_BSP_DSS,DSS,"Hydro Québec",QC,47.452379,-70.571569,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Les Basques",QC_BSQ_DSS,DSS,"Hydro Québec",QC,48.346519,-69.463010,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Brisay,QC_BSY_GSS,GSS,"Hydro Québec",QC,54.449020,-70.512774,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Berthier,QC_BTH_DSS,DSS,"Hydro Québec",QC,46.095155,-73.170128,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Buckingham,QC_BUC_DSS,DSS,"Hydro Québec",QC,45.573478,-75.405579,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Cabano,QC_CAB_DSS,DSS,"Hydro Québec",QC,47.671188,-68.884313,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Cacouna,QC_CAC_DSS,DSS,"Hydro Québec",QC,47.886627,-69.460957,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chute-à-Caron,QC_CAC_GSS,GSS,"Hydro Québec",QC,48.450727,-71.253783,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Calumet,QC_CAL_DSS,DSS,"Hydro Québec",QC,45.647799,-74.661673,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chute-Allard,QC_CAL_GSS,GSS,"Hydro Québec",QC,47.891495,-73.717945,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Carillon,QC_CAR_GSS,GSS,"Hydro Québec",QC,45.569547,-74.382002,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chute-à-la-Savane,QC_CAS_GSS,GSS,"Hydro Québec",QC,48.751506,-71.840997,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Cascades Canada East Angus",QC_CCE_ISS,ISS,"Hydro Québec",QC,48.435958,-71.252248,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Cascades Canada Saguenay",QC_CCS_ISS,ISS,"Hydro Québec",QC,48.435958,-71.252248,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chute-du-diable,QC_CDD_GSS,GSS,"Hydro Québec",QC,48.780431,-71.702435,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Cadillac,QC_CDL_GSS,GSS,"Hydro Québec",QC,48.213977,-78.300422,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chute-des-Passes,QC_CDP_DSS,DSS,"Hydro Québec",QC,49.840667,-71.163270,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Cadieux,QC_CDX_DSS,DSS,"Hydro Québec",QC,45.657026,-76.621328,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Cascades Groupe Papiers",QC_CGP_ISS,ISS,"Hydro Québec",QC,45.761758,-74.004959,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chisasibi,QC_CHA_DSS,DSS,"Hydro Québec",QC,53.773600,-78.887645,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Charlesbourg,QC_CHB_DSS,DSS,"Hydro Québec",QC,46.886146,-71.321357,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chibougamau,QC_CHB_TSS,TSS,"Hydro Québec",QC,49.783532,-74.651008,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chicoutimi,QC_CHC_DSS,DSS,"Hydro Québec",QC,48.417842,-71.058089,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chenaux,QC_CHE_DSS,DSS,"Hydro Québec",QC,46.355492,-72.545674,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Châteauguay,QC_CHG_DSS,DSS,"Hydro Québec",QC,45.253268,-73.869774,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chute-Hemmings,QC_CHH_GSS,GSS,"Hydro Québec",QC,45.863744,-72.451641,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chigoubiche,QC_CHI_DSS,DSS,"Hydro Québec",QC,49.000394,-73.307749,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chelsea,QC_CHL_GSS,GSS,"Hydro Québec",QC,45.511898,-75.779531,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chamouchouane,QC_CHM_SWS,SWS,"Hydro Québec",QC,48.665560,-72.713818,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chicoutimi-Nord,QC_CHN_DSS,DSS,"Hydro Québec",QC,48.454039,-71.097314,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chénier,QC_CHN_TSS,TSS,"Hydro Québec",QC,45.587730,-74.060394,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chomedey,QC_CHO_TSS,TSS,"Hydro Québec",QC,45.561217,-73.802929,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chapais,QC_CHP_DSS,DSS,"Hydro Québec",QC,49.789432,-74.858906,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Charette,QC_CHR_DSS,DSS,"Hydro Québec",QC,46.438819,-72.942639,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chissibi,QC_CHS_SWS,SWS,"Hydro Québec",QC,53.733522,-76.009175,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chaudière,QC_CHU_DSS,DSS,"Hydro Québec",QC,46.699855,-71.294860,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chenéville,QC_CHV_DSS,DSS,"Hydro Québec",QC,45.884646,-75.046091,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Charlevoix,QC_CHX_DSS,DSS,"Hydro Québec",QC,47.690757,-70.254534,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chambly,QC_CHY_DSS,DSS,"Hydro Québec",QC,45.444682,-73.280861,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Charland,QC_CLD_DSS,DSS,"Hydro Québec",QC,45.560216,-73.646567,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Carleton,QC_CLT_GSS,GSS,"Hydro Québec",QC,48.173699,-66.118440,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Cleveland,QC_CLV_DSS,DSS,"Hydro Québec",QC,45.350572,-72.704489,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Corporation Minière Inmet",QC_CMI_ISS,ISS,"Hydro Québec",QC,51.004389,-74.456804,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Companie-Minière-Québec-Cartier,QC_CMQ_ISS,ISS,"Hydro Québec",QC,50.033112,-66.789830,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Copper Mountain",QC_CMT_DSS,DSS,"Hydro Québec",QC,48.938005,-65.474435,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Coigny,QC_COI_DSS,DSS,"Hydro Québec",QC,49.056248,-77.968185,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Coleraine,QC_COL_DSS,DSS,"Hydro Québec",QC,45.937666,-71.318750,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Côte-Nord,QC_CON_DSS,DSS,"Hydro Québec",QC,49.301377,-68.075305,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Cowansville,QC_COW_DSS,DSS,"Hydro Québec",QC,45.204296,-72.762857,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Cournoyer,QC_COY_DSS,DSS,"Hydro Québec",QC,46.371996,-72.386599,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Cap-de-la-Madeleine,QC_CPM_DSS,DSS,"Hydro Québec",QC,46.548442,-72.412328,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Compagnie Papiers Stadacona S.E.C.",QC_CPS_ISS,ISS,"Hydro Québec",QC,46.828055,-71.215464,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Carignan,QC_CRG_TSS,TSS,"Hydro Québec",QC,45.972672,-73.157576,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Cascapédia,QC_CSC_DSS,DSS,"Hydro Québec",QC,48.171836,-65.814957,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Cogénération Saint-Félicien",QC_CSF_GSS,GSS,"Hydro Québec",QC,48.638350,-72.433810,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Causapscal,QC_CSP_DSS,DSS,"Hydro Québec",QC,48.331881,-67.244526,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Casavant,QC_CSV_DSS,DSS,"Hydro Québec",QC,45.626070,-72.972400,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Central-2,QC_CT2_DSS,DSS,"Hydro Québec",QC,45.498256,-73.556098,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Contrecoeur,QC_CTC_DSS,DSS,"Hydro Québec",QC,45.834170,-73.240699,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Coaticook,QC_CTK_DSS,DSS,"Hydro Québec",QC,45.112622,-71.803506,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Daaquam,QC_DAQ_DSS,DSS,"Hydro Québec",QC,46.565344,-70.093017,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Dubuc,QC_DBC_ISS,ISS,"Hydro Québec",QC,48.411584,-71.125538,Québec,"name:None, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Desbiens,QC_DBN_DSS,DSS,"Hydro Québec",QC,48.417753,-71.933368,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Des Cantons",QC_DEC_TSS,TSS,"Hydro Québec",QC,45.565813,-71.951535,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Dégelis,QC_DEG_DSS,DSS,"Hydro Québec",QC,47.555845,-68.681045,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Des Hêtres",QC_DEH_DSS,DSS,"Hydro Québec",QC,46.572831,-72.714653,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"De Lorimier",QC_DEL_DSS,DSS,"Hydro Québec",QC,45.527530,-73.553523,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Delson,QC_DLN_DSS,DSS,"Hydro Québec",QC,45.386732,-73.542418,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Delisle,QC_DLS_ISS,ISS,RTA,QC,48.591575,-71.626113,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Doc-Grignon,QC_DOG_DSS,DSS,"Hydro Québec",QC,45.950487,-74.127401,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Domtar Hull",QC_DOH_ISS,ISS,"Hydro Québec",QC,45.427861,-75.709284,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Domtar Windsor",QC_DOM_ISS,ISS,"Hydro Québec",QC,45.565563,-71.980896,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Domtar Quévillon",QC_DOQ_ISS,ISS,"Hydro Québec",QC,49.024122,-76.954607,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Dorchester,QC_DOR_DSS,DSS,"Hydro Québec",QC,45.508364,-73.563213,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Du Portage",QC_DPT_DSS,DSS,RTA,QC,48.304610,-71.126582,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Dorion,QC_DRN_DSS,DSS,"Hydro Québec",QC,45.374052,-74.044027,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Deschambault,QC_DSM_SWS,SWS,"Hydro Québec",QC,46.702095,-71.936456,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Duchesnay,QC_DUC_DSS,DSS,"Hydro Québec",QC,46.828135,-71.604876,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Du Tremblay",QC_DUT_DSS,DSS,"Hydro Québec",QC,45.547511,-73.449819,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Duvernay,QC_DUV_TSS,TSS,"Hydro Québec",QC,45.662106,-73.671623,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Daveluyville,QC_DVL_DSS,DSS,"Hydro Québec",QC,46.198956,-72.150251,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"East Broughton",QC_EAB_DSS,DSS,"Hydro Québec",QC,46.236052,-71.042024,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"East Angus",QC_EAG_DSS,DSS,"Hydro Québec",QC,45.467707,-71.657893,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"EKA Chimie Canada Inc",QC_EKA_ISS,ISS,"Hydro Québec",QC,45.237559,-74.093014,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"EKA Chimie Canada Inc Magog",QC_EKM_ISS,ISS,"Hydro Québec",QC,45.273955,-72.113370,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Eastmain-1,QC_EM1_GSS,GSS,"Hydro Québec",QC,52.183013,-76.055626,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Elkem Metal Canada",QC_EMC_ISS,ISS,"Hydro Québec",QC,48.413181,-71.129062,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Erco Mondial Buckingham",QC_ERC_ISS,ISS,"Hydro Québec",QC,45.592544,-75.424732,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Emballages Smurfit-Stone",QC_ESS_ISS,ISS,"Hydro Québec",QC,45.642371,-76.669688,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Emballages-Smurfit-Stone La Tuque",QC_EST_ISS,ISS,"Hydro Québec",QC,47.447125,-72.793752,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"F.F. Soucy S.E.C.",QC_FFS_ISS,ISS,"Hydro Québec",QC,47.819126,-69.518346,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Forges-de-Sorel,QC_FGS_ISS,ISS,"Hydro Québec",QC,46.045854,-73.127824,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Figuery,QC_FIG_TSS,TSS,"Hydro Québec",QC,48.547136,-78.090505,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Falconbridge Limitée Montréal-Est",QC_FLC_ISS,ISS,"Hydro Québec",QC,45.626431,-73.512321,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Fleury,QC_FLE_DSS,DSS,"Hydro Québec",QC,45.538721,-73.662868,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"FPS Canada Inc",QC_FPS_ISS,ISS,"Hydro Québec",QC,45.600950,-75.255459,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Frontenac-1,QC_FR1_DSS,DSS,"Hydro Québec",QC,46.832806,-71.262158,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Frontenac-2,QC_FR2_DSS,DSS,"Hydro Québec",QC,46.831866,-71.261300,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Francheville,QC_FRA_DSS,DSS,"Hydro Québec",QC,46.353149,-72.625945,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Farnham,QC_FRN_DSS,DSS,"Hydro Québec",QC,45.288067,-72.956038,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Gamelin,QC_GAM_DSS,DSS,"Hydro Québec",QC,45.444722,-75.750002,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Gatineau,QC_GAT_DSS,DSS,"Hydro Québec",QC,45.481952,-75.654217,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Goldex,QC_GDX_ISS,ISS,"Hydro Québec",QC,48.093010,-77.862400,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
GEC-Alstom-Fagan,QC_GEC_ISS,ISS,"Hydro Québec",QC,46.035102,-73.127145,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Glenwood,QC_GLN_DSS,DSS,"Hydro Québec",QC,45.409778,-75.834768,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Godbout,QC_GOD_DSS,DSS,"Hydro Québec",QC,49.327552,-67.626399,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Goémon,QC_GOE_TSS,TSS,"Hydro Québec",QC,49.091228,-66.638828,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Goodyear Canada",QC_GOO_ISS,ISS,"Hydro Québec",QC,45.271153,-74.111771,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Grand-Portage,QC_GPG_DSS,DSS,"Hydro Québec",QC,47.816793,-69.525889,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Grand-Brulé,QC_GRB_TSS,TSS,"Hydro Québec",QC,46.060633,-74.566271,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Gracefield,QC_GRC_DSS,DSS,"Hydro Québec",QC,46.103012,-76.043348,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Gros-Morne,QC_GRM_GSS,GSS,"Hydro Québec",QC,49.180979,-65.461829,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Grondines,QC_GRO_SWS,SWS,"Hydro Québec",QC,46.625728,-72.014370,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Grand-Pré,QC_GRP_DSS,DSS,"Hydro Québec",QC,46.264740,-72.949107,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Grantham,QC_GRT_DSS,DSS,"Hydro Québec",QC,45.878203,-72.521221,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Groulx,QC_GRX_DSS,DSS,"Hydro Québec",QC,45.691948,-73.776857,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Granby,QC_GRY_DSS,DSS,"Hydro Québec",QC,45.390410,-72.749324,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Gaspésia,QC_GSA_ISS,ISS,"Hydro Québec",QC,48.347224,-64.680414,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Gaspé,QC_GSP_DSS,DSS,"Hydro Québec",QC,48.827030,-64.516690,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Guy,QC_GUY_DSS,DSS,"Hydro Québec",QC,45.491062,-73.571077,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Hadley,QC_HAD_DSS,DSS,"Hydro Québec",QC,45.449369,-73.589153,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Hampstead,QC_HAM_DSS,DSS,"Hydro Québec",QC,45.472705,-73.657771,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Hemmingford,QC_HEM_DSS,DSS,"Hydro Québec",QC,45.072864,-73.577664,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Heriot,QC_HER_TSS,TSS,"Hydro Québec",QC,45.823493,-72.477436,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"High Falls",QC_HIF_GSS,GSS,"Hydro Québec",QC,45.839707,-75.645583,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Hull-2,QC_HL2_GSS,GSS,"Hydro Québec",QC,45.422084,-75.719472,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Hertel,QC_HRT_TSS,TSS,"Hydro Québec",QC,45.409898,-73.428041,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Havre-Saint-Pierre,QC_HSP_DSS,DSS,"Hydro Québec",QC,50.266438,-63.635748,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Hart-Jaune,QC_HTJ_GSS,GSS,"Hydro Québec",QC,51.784450,-67.913744,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Hauterive,QC_HTR_DSS,DSS,"Hydro Québec",QC,49.189113,-68.387386,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Huntingdon,QC_HUN_DSS,DSS,"Hydro Québec",QC,45.093866,-74.188600,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Hydrogenal Inc",QC_HYD_ISS,ISS,"Hydro Québec",QC,46.383415,-72.373154,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Iberville,QC_IBR_DSS,DSS,"Hydro Québec",QC,45.310653,-73.218609,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Institute-de-Recherche,QC_IDR_ISS,ISS,"Hydro Québec",QC,45.615142,-73.389680,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Interconnexion-Maclaren,QC_INM_SWS,SWS,"Hydro Québec",QC,45.549665,-75.424823,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Interquisa,QC_INQ_ISS,ISS,"Hydro Québec",QC,45.621131,-73.518380,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Iron-Ore-du-Canada,QC_IOC_ISS,ISS,"Hydro Québec",QC,50.203182,-66.347855,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Irlandais,QC_IRL_DSS,DSS,"Hydro Québec",QC,45.488031,-73.546267,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
IREQ,QC_IRQ_ISS,ISS,"Hydro Québec",QC,45.612242,-73.382674,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Jeanne-d'Arc,QC_JDA_DSS,DSS,"Hydro Québec",QC,45.550856,-73.547806,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
