name,node_code,node_type,owner,province,latitude,longitude,planning_region,sources,notes
Johan-Beetz,QC_JHB_DSS,DSS,"Hydro Québec",QC,50.309568,-62.796656,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Joliette,QC_JLT_DSS,DSS,"Hydro Québec",QC,46.024878,-73.420732,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Jonquière,QC_JNQ_DSS,DSS,"Hydro Québec",QC,48.419537,-71.228032,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Joly,QC_JOL_DSS,DSS,"Hydro Québec",QC,46.295406,-74.778257,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Joutel,QC_JOU_SWS,SWS,"Hydro Québec",QC,49.561912,-78.111156,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Jacques-Cartier,QC_JQC_TSS,TSS,"Hydro Québec",QC,46.792719,-71.722719,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Jean-R Marcotte",QC_JRM_ISS,ISS,"Hydro Québec",QC,45.675642,-73.526419,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Jules-A.-Brillant,QC_JUB_DSS,DSS,"Hydro Québec",QC,48.461779,-68.495829,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Judith-Jasmin,QC_JUJ_DSS,DSS,"Hydro Québec",QC,45.717602,-73.724588,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Kamouraska,QC_KAM_SWS,SWS,"Hydro Québec",QC,47.462092,-69.803880,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Kipawa,QC_KIP_DSS,DSS,"Hydro Québec",QC,46.713128,-79.091866,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Kildare,QC_KLD_DSS,DSS,"Hydro Québec",QC,46.101693,-73.573012,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Katahdin Pâte Québec",QC_KPQ_ISS,ISS,"Hydro Québec",QC,50.033728,-66.801730,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Kruger Inc Bromptonville",QC_KRB_ISS,ISS,"Hydro Québec",QC,45.480094,-71.954404,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Kruger Inc Trois-Rivières",QC_KRT_ISS,ISS,"Hydro Québec",QC,46.324974,-72.557747,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Kingsey,QC_KSY_TSS,TSS,"Hydro Québec",QC,45.841684,-72.004793,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"La Baie",QC_LAB_DSS,DSS,"Hydro Québec",QC,48.311315,-70.920466,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Lachenaie,QC_LAC_DSS,DSS,"Hydro Québec",QC,45.725663,-73.540189,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"La Durantaye",QC_LAD_DSS,DSS,"Hydro Québec",QC,46.815540,-70.847096,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Lac-Alfred,QC_LAD_GSS,GSS,"Hydro Québec",QC,48.385212,-67.744846,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Lafontaine,QC_LAF_TSS,TSS,"Hydro Québec",QC,45.711635,-74.057413,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"La Gabelle",QC_LAG_GSS,GSS,"Hydro Québec",QC,46.449132,-72.739219,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Lambton,QC_LAM_DSS,DSS,"Hydro Québec",QC,45.833989,-71.075653,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
L'Annonciation,QC_LAN_DSS,DSS,"Hydro Québec",QC,46.436108,-74.922322,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
L'Assomption,QC_LAS_DSS,DSS,"Hydro Québec",QC,45.845466,-73.464620,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Laure,QC_LAU_DSS,DSS,"Hydro Québec",QC,50.192130,-66.589361,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Lebel,QC_LBL_ISS,ISS,"Hydro Québec",QC,49.004548,-76.950388,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Lac Bloom",QC_LBM_ISS,ISS,"Hydro Québec",QC,52.797815,-67.255163,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Les Boules",QC_LBS_TSS,TSS,"Hydro Québec",QC,48.667122,-67.966114,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Leclerc,QC_LCL_DSS,DSS,"Hydro Québec",QC,45.423800,-72.750090,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"La Société en commandite revenu Noranda",QC_LCN_ISS,ISS,"Hydro Québec",QC,45.229161,-74.099644,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Les Cèdres",QC_LCS_GSS,GSS,"Hydro Québec",QC,45.311963,-74.027579,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Lachute,QC_LCT_DSS,DSS,"Hydro Québec",QC,45.627382,-74.358195,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Lac-des-Îles,QC_LDI_DSS,DSS,"Hydro Québec",QC,46.405951,-75.502247,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Laurentides,QC_LDS_TSS,TSS,"Hydro Québec",QC,46.859050,-71.314400,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Landry,QC_LDY_DSS,DSS,"Hydro Québec",QC,45.606428,-73.677501,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Le Corbusier",QC_LEC_DSS,DSS,"Hydro Québec",QC,45.590243,-73.749963,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Le François",QC_LEF_DSS,DSS,"Hydro Québec",QC,46.935637,-71.107250,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Le Moyne",QC_LEM_SWS,SWS,"Hydro Québec",QC,53.484125,-75.034469,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Laforge-1,QC_LF1_GSS,GSS,"Hydro Québec",QC,54.167523,-72.608968,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Laforge-2,QC_LF2_GSS,GSS,"Hydro Québec",QC,54.588356,-71.278117,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Laflèche,QC_LFL_DSS,DSS,"Hydro Québec",QC,49.202708,-68.286159,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"La Grande-1",QC_LG1_GSS,GSS,"Hydro Québec",QC,53.731868,-78.572359,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"La Grande-2A",QC_LG2A_GSS,GSS,"Hydro Québec",QC,53.781361,-77.549057,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"La Grande-2",QC_LG2_GSS,GSS,"Hydro Québec",QC,53.782776,-77.532002,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"La Grande-3",QC_LG3_GSS,GSS,"Hydro Québec",QC,53.727381,-75.990080,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"La Grande-4",QC_LG4_GSS,GSS,"Hydro Québec",QC,53.886381,-73.465543,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Langelier,QC_LGL_DSS,DSS,"Hydro Québec",QC,45.601618,-73.570574,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Longue-Pointe,QC_LGP_DSS,DSS,"Hydro Québec",QC,45.588541,-73.537739,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Langlois,QC_LGS_TSS,TSS,"Hydro Québec",QC,45.287485,-74.012755,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Lac-Hope,QC_LHP_DSS,DSS,"Hydro Québec",QC,52.335427,-67.386291,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
L'Île,QC_LIL_DSS,DSS,"Hydro Québec",QC,48.645185,-71.692150,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"L'Isle Maligne",QC_LIM_ISS,ISS,RTA,QC,48.576698,-71.630846,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
L'Île-Perrot,QC_LIP_DSS,DSS,"Hydro Québec",QC,45.377993,-73.943684,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Limoilou,QC_LLL_DSS,DSS,"Hydro Québec",QC,46.829855,-71.223680,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Limbour,QC_LMB_DSS,DSS,"Hydro Québec",QC,45.497499,-75.759795,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Leman,QC_LMN_SWS,SWS,"Hydro Québec",QC,46.535863,-72.762637,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Le Nordais-1",QC_LN1_GSS,GSS,"Hydro Québec",QC,49.054093,-66.755980,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Le Nordais-2",QC_LN2_GSS,GSS,"Hydro Québec",QC,49.054065,-66.756007,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Lanaudière,QC_LND_TSS,TSS,"Hydro Québec",QC,46.016040,-73.413720,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Leneuf,QC_LNF_DSS,DSS,"Hydro Québec",QC,46.723337,-71.792285,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Linière,QC_LNR_DSS,DSS,"Hydro Québec",QC,46.069214,-70.505721,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"La Pocatière",QC_LPC_DSS,DSS,"Hydro Québec",QC,47.357410,-70.057013,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"L'Anse Pleureuse",QC_LPL_DSS,DSS,"Hydro Québec",QC,49.238220,-65.644015,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"La Prairie",QC_LPR_TSS,TSS,"Hydro Québec",QC,45.437019,-73.423782,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Le Plateau",QC_LPT_GSS,GSS,ÉLP,QC,48.138114,-67.438796,Québec,"name:None, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Laurendeau,QC_LRD_DSS,DSS,"Hydro Québec",QC,46.281641,-73.378074,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Larocque,QC_LRQ_ISS,ISS,"Hydro Québec",QC,45.231081,-74.098260,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Laurent,QC_LRT_DSS,DSS,"Hydro Québec",QC,45.491483,-73.687543,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Lorrainville,QC_LRV_DSS,DSS,"Hydro Québec",QC,47.389961,-79.361547,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Léry,QC_LRY_ISS,ISS,"Hydro Québec",QC,45.285482,-73.895791,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"La Suète",QC_LST_DSS,DSS,"Hydro Québec",QC,46.782885,-71.322811,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Lotbinière,QC_LTB_SWS,SWS,"Hydro Québec",QC,46.592951,-71.971158,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"La Trappe",QC_LTR_DSS,DSS,"Hydro Québec",QC,45.500972,-74.012029,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"La Tuque",QC_LTU_GSS,GSS,"Hydro Québec",QC,47.442942,-72.798146,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Lucerne,QC_LUC_SWS,SWS,"Hydro Québec",QC,45.452281,-75.796365,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Lavaltrie,QC_LVL_DSS,DSS,"Hydro Québec",QC,45.934053,-73.380628,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"La Vérendrye",QC_LVR_TSS,TSS,"Hydro Québec",QC,47.496116,-74.933803,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Lévis,QC_LVS_DSS,DSS,"Hydro Québec",QC,46.707337,-71.192300,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Louvicourt,QC_LVT_DSS,DSS,"Hydro Québec",QC,48.088396,-77.504846,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Manic-5A,QC_M5A_GSS,GSS,"Hydro Québec",QC,50.656795,-68.833818,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Madawaska,QC_MAD_SWS,SWS,"Hydro Québec",QC,47.508839,-68.523668,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Mines Agnico-Eagle Limitée",QC_MAE_ISS,ISS,"Hydro Québec",QC,48.247029,-78.439665,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Marcotte,QC_MAR_DSS,DSS,"Hydro Québec",QC,45.852850,-72.460589,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Mascouche,QC_MAS_DSS,DSS,"Hydro Québec",QC,45.746038,-73.620496,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Matane,QC_MAT_DSS,DSS,"Hydro Québec",QC,49.091112,-66.638661,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Mauricie,QC_MAU_TSS,TSS,"Hydro Québec",QC,46.477250,-72.641381,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Manic-1,QC_MC1_GSS,GSS,"Hydro Québec",QC,49.197257,-68.321477,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Manic-2,QC_MC2_GSS,GSS,"Hydro Québec",QC,49.321295,-68.347497,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Manic-3,QC_MC3_GSS,GSS,"Hydro Québec",QC,49.738504,-68.600972,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Manic-5,QC_MC5_GSS,GSS,"Hydro Québec",QC,50.639811,-68.726748,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Mines Casa-Berardi",QC_MCB_ISS,ISS,"Hydro Québec",QC,49.570598,-79.237567,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
McCormick,QC_MCC_GSS,GSS,SCHM,QC,49.192957,-68.325706,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Mittal Canada Inc",QC_MCI_ISS,ISS,"Hydro Québec",QC,45.569561,-73.458076,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Micmac,QC_MCM_DSS,DSS,"Hydro Québec",QC,48.353568,-64.701316,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"MDF La Baie Inc",QC_MDF_ISS,ISS,"Hydro Québec",QC,48.324522,-70.955572,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Mine Doyon",QC_MDY_ISS,ISS,"Hydro Québec",QC,48.253187,-78.511404,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Mégantic,QC_MEG_DSS,DSS,"Hydro Québec",QC,45.587491,-70.894239,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Mékanic,QC_MEK_DSS,DSS,"Hydro Québec",QC,46.748626,-72.547245,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Mercier,QC_MER_DSS,DSS,"Hydro Québec",QC,45.334440,-73.731693,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Monseigneur-Émard,QC_MGE_DSS,DSS,"Hydro Québec",QC,45.275690,-74.101266,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Magog,QC_MGG_DSS,DSS,"Hydro Québec",QC,45.286580,-72.142980,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Mine Gonzague-Langlois",QC_MGL_ISS,ISS,"Hydro Québec",QC,49.194779,-76.759183,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Magnan,QC_MGN_DSS,DSS,"Hydro Québec",QC,46.015598,-73.711142,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Manicouagan,QC_MGN_TSS,TSS,"Hydro Québec",QC,49.291916,-68.391277,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Magpie,QC_MGP_GSS,GSS,"Hydro Québec",QC,50.322238,-64.453918,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Micoua,QC_MIC_TSS,TSS,"Hydro Québec",QC,49.767261,-68.739675,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Mirabel,QC_MIR_DSS,DSS,"Hydro Québec",QC,45.619172,-74.007259,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Mistassini,QC_MIS_DSS,DSS,"Hydro Québec",QC,48.881792,-72.211767,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Malartic-2,QC_MLC_GSS,GSS,"Hydro Québec",QC,48.157166,-78.119000,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Mont-Laurier,QC_MLR_DSS,DSS,"Hydro Québec",QC,46.549975,-75.483108,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Métallurgie Magnola Inc",QC_MMI_ISS,ISS,"Hydro Québec",QC,45.761315,-72.001183,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Mine Malartic",QC_MML_ISS,ISS,"Hydro Québec",QC,48.112631,-78.133506,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Mine Malartic JCT",QC_MML_JCT,JCT,"Hydro Québec",QC,48.171725,-78.178643,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Montréal-Nord,QC_MND_DSS,DSS,"Hydro Québec",QC,45.584357,-73.626653,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Maniwaki,QC_MNI_DSS,DSS,"Hydro Québec",QC,46.396082,-75.983072,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Mine Jeffrey",QC_MNJ_ISS,ISS,"Hydro Québec",QC,45.760621,-71.946496,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Montmagny,QC_MNM_DSS,DSS,"Hydro Québec",QC,46.963474,-70.526642,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Mines Selbaie",QC_MNS_ISS,ISS,"Hydro Québec",QC,49.816313,-78.958644,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Maissonneuve,QC_MNV_DSS,DSS,"Hydro Québec",QC,45.483528,-73.584580,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Moras,QC_MOR_DSS,DSS,"Hydro Québec",QC,46.224075,-72.602432,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Marie-Victorin,QC_MRV_DSS,DSS,"Hydro Québec",QC,45.520342,-73.520765,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Mont Rothery",QC_MRY_GSS,GSS,"Hydro Québec",QC,48.939292,-65.472215,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Montagne-Sèche,QC_MSH_GSS,GSS,"Hydro Québec",QC,49.177963,-64.941658,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Masson-Nord,QC_MSN_DSS,DSS,ÉLL,QC,45.544109,-75.421855,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Masson-Sud,QC_MSS_DSS,DSS,ÉLL,QC,45.543494,-75.421276,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Mont Tremblant",QC_MTB_DSS,DSS,"Hydro Québec",QC,46.180836,-74.529760,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Mont Copper",QC_MTC_GSS,GSS,"Hydro Québec",QC,48.940044,-65.527122,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Mittal Canada Inc Contrecoeur",QC_MTC_ISS,ISS,"Hydro Québec",QC,45.818624,-73.258752,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Montréal-Est,QC_MTE_DSS,DSS,"Hydro Québec",QC,45.622927,-73.522051,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Matagami,QC_MTG_DSS,DSS,"Hydro Québec",QC,49.705867,-77.729260,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Montagnais,QC_MTG_TSS,TSS,"Hydro Québec",QC,51.892644,-65.728181,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Mont-Joli,QC_MTJ_DSS,DSS,"Hydro Québec",QC,48.568001,-68.180179,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Mont-Louis,QC_MTL_GSS,GSS,"Hydro Québec",QC,49.181777,-65.649927,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Mont-Miller,QC_MTM_GSS,GSS,"Hydro Québec",QC,48.980047,-65.495772,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Matapédia,QC_MTP_DSS,DSS,"Hydro Québec",QC,48.016863,-66.927399,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Montérégie,QC_MTR_TSS,TSS,"Hydro Québec",QC,45.498320,-72.713078,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Mont-Royal,QC_MTY_DSS,DSS,"Hydro Québec",QC,45.502531,-73.643335,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Neubois,QC_NBS_DSS,DSS,"Hydro Québec",QC,46.472914,-71.251104,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Notre-Dame,QC_NDA_TSS,TSS,"Hydro Québec",QC,45.582542,-73.513476,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Notre-Dame-du-Laus,QC_NDL_DSS,DSS,"Hydro Québec",QC,46.095928,-75.631945,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Notre-Dame-du-Nord,QC_NDN_DSS,DSS,"Hydro Québec",QC,47.605800,-79.449049,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Nemiscau,QC_NEM_DSS,DSS,"Hydro Québec",QC,51.709993,-76.055268,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Neufchâtel,QC_NEU_DSS,DSS,"Hydro Québec",QC,46.835565,-71.359860,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Nicolet,QC_NIC_TSS,TSS,"Hydro Québec",QC,46.079876,-72.254997,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Nikamo,QC_NIK_SWS,SWS,"Hydro Québec",QC,54.154545,-72.558751,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Niobec,QC_NIO_ISS,ISS,"Hydro Québec",QC,48.531422,-71.161612,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Normetal,QC_NMT_DSS,DSS,"Hydro Québec",QC,48.995429,-79.373890,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
Napierville,QC_NPR_DSS,DSS,"Hydro Québec",QC,45.181466,-73.404783,Québec,"name:391, node_code:None, node_type:373, owner:None, latitude:None, longitude:None, references:None, ",NULL
